Relative:208,pelco_blank_1,Relative:208,pelco_blank_1,Relative:208,gt_s,Relative:208,gt_s,Relative:208,gt_s,Relative:208,pelco_blank_2,Relative:208,pelco_blank_2,Relative:208,gt,Relative:208,gt,Relative:208,gt,Relative:208,g_s,Relative:208,g_s,Relative:208,g_s,Relative:208,r_s,Relative:208,r_s,Relative:208,r_s,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,r,Relative:208,r,Relative:208,r,Relative:208,r
383.281,308.92,383.281,277.41,383.281,10.32,383.281,8.71,383.281,7.9,383.281,301.07,383.281,57.27,383.281,-8.52,383.281,-11.63,383.281,-9.55,383.281,17.67,383.281,9.04,383.281,11.38,383.281,4.23,383.281,14.36,383.281,13.19,383.281,-2.3,383.281,1.11,383.281,27.03,383.281,-6.93,383.281,11.47,383.281,-1.97,383.281,-9.54,383.281,-6.01
383.646,319.72,383.646,278.57,383.646,13.88,383.646,8.09,383.646,8.44,383.646,304.53,383.646,53.67,383.646,-7.44,383.646,-9.44,383.646,-8.28,383.646,18.18,383.646,11.33,383.646,14.24,383.646,5.2,383.646,15.9,383.646,14.62,383.646,-1.5,383.646,2.76,383.646,29.88,383.646,-4.92,383.646,12.88,383.646,0.67,383.646,-6.72,383.646,-3.15
384.011,319.02,384.011,279.78,384.011,10.19,384.011,9.58,384.011,8.51,384.011,283.29,384.011,53.25,384.011,-5.57,384.011,-9.2,384.011,-6.64,384.011,18.44,384.011,11.2,384.011,12.92,384.011,5.25,384.011,17.07,384.011,16.67,384.011,0.52,384.011,3.06,384.011,27.22,384.011,-4.74,384.011,14.88,384.011,1.86,384.011,-5.43,384.011,-3.62
384.375,300.26,384.375,270.31,384.375,12.78,384.375,6.32,384.375,6.57,384.375,283.12,384.375,49.79,384.375,-8.01,384.375,-9.78,384.375,-8.85,384.375,18.31,384.375,8.53,384.375,11.77,384.375,5.09,384.375,16.27,384.375,9.99,384.375,-2.23,384.375,0.06,384.375,26.46,384.375,-5.02,384.375,9.55,384.375,-1.92,384.375,-7.74,384.375,-5.13
384.74,304.61,384.74,261.66,384.74,12.41,384.74,9.06,384.74,9.92,384.74,263.54,384.74,51.12,384.74,-6.97,384.74,-9.73,384.74,-6.39,384.74,18,384.74,10.46,384.74,14.84,384.74,4.78,384.74,15.53,384.74,13.76,384.74,-0.39,384.74,3.82,384.74,26.29,384.74,-4.68,384.74,13.93,384.74,0.56,384.74,-3.95,384.74,-3.98
385.105,295.18,385.105,263.93,385.105,11.08,385.105,9.16,385.105,8.45,385.105,266.31,385.105,47.28,385.105,-6.71,385.105,-8.64,385.105,-8.61,385.105,17.24,385.105,9.26,385.105,11.13,385.105,5.44,385.105,16.09,385.105,13.11,385.105,-2.14,385.105,1.47,385.105,24.58,385.105,-4.88,385.105,9.8,385.105,0.48,385.105,-6.72,385.105,-2.96
385.469,287.39,385.469,251.99,385.469,10.27,385.469,7.35,385.469,8.06,385.469,270.95,385.469,48.33,385.469,-6.18,385.469,-8.84,385.469,-9.27,385.469,18.14,385.469,9.54,385.469,11.01,385.469,2.5,385.469,12.52,385.469,9.89,385.469,0.04,385.469,0.6,385.469,24.96,385.469,-4.99,385.469,11.02,385.469,-1.18,385.469,-7.51,385.469,-3.08
385.833,284.82,385.833,246.93,385.833,11.16,385.833,8.15,385.833,7.49,385.833,263.3,385.833,46.91,385.833,-6.32,385.833,-8.2,385.833,-8.39,385.833,16.1,385.833,9.5,385.833,9.61,385.833,5.69,385.833,15.54,385.833,12.95,385.833,-0.85,385.833,2.21,385.833,24.63,385.833,-3.21,385.833,10.32,385.833,-2.13,385.833,-7.56,385.833,-3.84
386.198,289.11,386.198,252.02,386.198,10.25,386.198,6.46,386.198,8.6,386.198,265.53,386.198,45.86,386.198,-9.29,386.198,-9.92,386.198,-9.58,386.198,17.77,386.198,7.23,386.198,10.48,386.198,2.86,386.198,12.64,386.198,9.77,386.198,-3.14,386.198,0.58,386.198,22.26,386.198,-5.3,386.198,10.3,386.198,-2.48,386.198,-9.72,386.198,-6.22
386.562,280.14,386.562,242.88,386.562,12.01,386.562,6.79,386.562,6.77,386.562,258.07,386.562,46.63,386.562,-6.85,386.562,-8.19,386.562,-7.59,386.562,16.8,386.562,11.84,386.562,12.44,386.562,5.19,386.562,13.89,386.562,12.9,386.562,-0.53,386.562,2.25,386.562,23.35,386.562,-4.77,386.562,9.47,386.562,-1.61,386.562,-5.77,386.562,-3.91
386.927,272.35,386.927,242.7,386.927,10.1,386.927,8.1,386.927,7.17,386.927,249.28,386.927,43.08,386.927,-5.62,386.927,-7.18,386.927,-7.39,386.927,18.64,386.927,9.24,386.927,12.79,386.927,4.33,386.927,12.89,386.927,11.91,386.927,-1.05,386.927,2.66,386.927,22.08,386.927,-3.75,386.927,11.23,386.927,0.82,386.927,-6.68,386.927,-3.6
387.291,260.13,387.291,233.01,387.291,9.83,387.291,7.7,387.291,6.33,387.291,244.08,387.291,41.38,387.291,-6.14,387.291,-8.49,387.291,-8.76,387.291,15.9,387.291,7.32,387.291,9.7,387.291,3.72,387.291,13.97,387.291,10.64,387.291,-1.25,387.291,1.06,387.291,20.44,387.291,-4.84,387.291,8.56,387.291,-0.99,387.291,-6.76,387.291,-3.31
387.655,260.38,387.655,233.4,387.655,10.46,387.655,7.23,387.655,7.6,387.655,239.93,387.655,43.18,387.655,-5.68,387.655,-7.94,387.655,-6.85,387.655,16.89,387.655,9.42,387.655,11.82,387.655,5.28,387.655,12.34,387.655,9.45,387.655,-0.63,387.655,2.61,387.655,22.55,387.655,-5.02,387.655,9.13,387.655,-1.03,387.655,-6.38,387.655,-3.11
388.019,248.31,388.019,224.42,388.019,11.94,388.019,8.72,388.019,8.86,388.019,232.77,388.019,41.75,388.019,-3.19,388.019,-7.62,388.019,-6.07,388.019,16.41,388.019,10.15,388.019,12.62,388.019,5.76,388.019,14.83,388.019,12.17,388.019,0.38,388.019,3.35,388.019,21.96,388.019,-2.78,388.019,9.81,388.019,0.37,388.019,-5.65,388.019,-2.78
388.383,244.08,388.383,215.95,388.383,12.06,388.383,9.15,388.383,7.73,388.383,224.25,388.383,39.69,388.383,-5.3,388.383,-6.97,388.383,-7.09,388.383,16.47,388.383,10.61,388.383,10.73,388.383,4.32,388.383,13.87,388.383,11.89,388.383,0.09,388.383,1.82,388.383,20.2,388.383,-2.83,388.383,9.18,388.383,0.32,388.383,-4.61,388.383,-2.18
388.748,242.8,388.748,215.18,388.748,6.67,388.748,6.6,388.748,6.64,388.748,224.55,388.748,36.15,388.748,-6.65,388.748,-8.01,388.748,-6.71,388.748,15.42,388.748,7.39,388.748,10.72,388.748,4.21,388.748,11.77,388.748,9.09,388.748,-1.45,388.748,1.71,388.748,20.08,388.748,-4.31,388.748,9.06,388.748,-0.88,388.748,-6.36,388.748,-2.73
389.112,233.44,389.112,205.06,389.112,10.62,389.112,7.13,389.112,7.2,389.112,213.46,389.112,38.31,389.112,-5.1,389.112,-6.72,389.112,-5.91,389.112,15.98,389.112,8.69,389.112,9.57,389.112,4.52,389.112,12.25,389.112,11.11,389.112,-0.49,389.112,1.19,389.112,20.36,389.112,-3.02,389.112,9.48,389.112,0.02,389.112,-5.2,389.112,-2.77
389.476,226.9,389.476,202.84,389.476,9.91,389.476,7.68,389.476,5.88,389.476,214.8,389.476,37.77,389.476,-6.32,389.476,-7.73,389.476,-7.05,389.476,15.95,389.476,8.23,389.476,9.64,389.476,3.52,389.476,11.05,389.476,9.97,389.476,-0.52,389.476,0.11,389.476,18.72,389.476,-3.38,389.476,6.81,389.476,-0.07,389.476,-6.43,389.476,-3.49
389.84,225.81,389.84,199.85,389.84,10.67,389.84,8.95,389.84,8.6,389.84,207.67,389.84,36.12,389.84,-5.43,389.84,-6.47,389.84,-5.57,389.84,17.12,389.84,9.15,389.84,11.61,389.84,4.07,389.84,12.42,389.84,9.51,389.84,0.48,389.84,2.69,389.84,19.94,389.84,-1.89,389.84,11.29,389.84,-0.19,389.84,-4.45,389.84,-2.75
390.204,219.17,390.204,194.17,390.204,10.21,390.204,7.62,390.204,7.14,390.204,200.12,390.204,35.46,390.204,-4.66,390.204,-6.3,390.204,-5.72,390.204,15.47,390.204,9.21,390.204,10.36,390.204,4.13,390.204,11.78,390.204,10.19,390.204,-0.73,390.204,1.52,390.204,17.96,390.204,-2.4,390.204,8.14,390.204,-0.39,390.204,-4.46,390.204,-1.87
390.568,215.01,390.568,191.67,390.568,10.43,390.568,7.57,390.568,8.22,390.568,198.76,390.568,33.01,390.568,-4.89,390.568,-6.05,390.568,-4.63,390.568,16.71,390.568,7.33,390.568,11.13,390.568,2.86,390.568,12.49,390.568,9.42,390.568,-0.84,390.568,1.44,390.568,18.25,390.568,-2.78,390.568,8.87,390.568,0.05,390.568,-5.66,390.568,-2.16
390.931,207.8,390.931,188.48,390.931,9.2,390.931,7.2,390.931,5.61,390.931,192.46,390.931,33.06,390.931,-4.59,390.931,-6.07,390.931,-5.2,390.931,16.02,390.931,8.73,390.931,9.96,390.931,3.27,390.931,9.99,390.931,10.61,390.931,-0.51,390.931,1.81,390.931,17.03,390.931,-3.3,390.931,6.63,390.931,-0.12,390.931,-4.82,390.931,-3.1
391.295,211.67,391.295,186.19,391.295,9.34,391.295,6.6,391.295,6.72,391.295,188.7,391.295,32.78,391.295,-4.54,391.295,-7.32,391.295,-6.05,391.295,14.5,391.295,8.45,391.295,8.45,391.295,3.53,391.295,9.99,391.295,8.92,391.295,-0.51,391.295,0.89,391.295,18.43,391.295,-3.85,391.295,6.68,391.295,-0.27,391.295,-5.73,391.295,-2.69
391.659,206.01,391.659,178.63,391.659,10.44,391.659,6.39,391.659,5.56,391.659,179.13,391.659,31.04,391.659,-5.18,391.659,-6.25,391.659,-5.67,391.659,13.17,391.659,8.93,391.659,9.76,391.659,1.72,391.659,9.86,391.659,8.82,391.659,-1.36,391.659,2.08,391.659,18.21,391.659,-2.67,391.659,6.6,391.659,-0.27,391.659,-5.61,391.659,-3.74
392.023,201.97,392.023,180.56,392.023,8.69,392.023,5.81,392.023,5.82,392.023,184.79,392.023,31.07,392.023,-5.73,392.023,-6.8,392.023,-7.31,392.023,14.15,392.023,7.42,392.023,8.36,392.023,3.32,392.023,10.69,392.023,9.13,392.023,-1.69,392.023,-0.22,392.023,16.28,392.023,-3.81,392.023,6.16,392.023,-1.68,392.023,-5.46,392.023,-3.8
392.386,189.45,392.386,169.24,392.386,9.97,392.386,6.87,392.386,5.07,392.386,179.25,392.386,31.01,392.386,-4.54,392.386,-5.1,392.386,-5.05,392.386,15.12,392.386,8.47,392.386,8.44,392.386,3.65,392.386,11.11,392.386,9.03,392.386,-0.79,392.386,2.58,392.386,17.4,392.386,-3.65,392.386,7.11,392.386,0.11,392.386,-4.62,392.386,-1.67
392.75,190.38,392.75,167.77,392.75,10.92,392.75,9.82,392.75,6.52,392.75,171.51,392.75,30.84,392.75,-2.67,392.75,-4.29,392.75,-3.85,392.75,15.07,392.75,9.79,392.75,10.46,392.75,4.34,392.75,10.71,392.75,9.92,392.75,-0.12,392.75,2.64,392.75,16.84,392.75,-1.97,392.75,7.23,392.75,-0.29,392.75,-3.12,392.75,-2.32
393.114,184.47,393.114,163.22,393.114,10.34,393.114,7.27,393.114,6.39,393.114,167.59,393.114,29.36,393.114,-3.36,393.114,-5.1,393.114,-3.65,393.114,16.48,393.114,9.72,393.114,9.74,393.114,2.94,393.114,9.97,393.114,10.48,393.114,0.81,393.114,1.22,393.114,16.88,393.114,-1.41,393.114,7.54,393.114,0.66,393.114,-3.9,393.114,-1.31
393.477,182.83,393.477,161.84,393.477,11.07,393.477,9.04,393.477,7.09,393.477,166.37,393.477,30.34,393.477,-3.18,393.477,-4.25,393.477,-3.54,393.477,15.76,393.477,9.37,393.477,10.32,393.477,3.62,393.477,11.05,393.477,9.66,393.477,-0.25,393.477,2.01,393.477,17.02,393.477,-1.43,393.477,6.91,393.477,0.23,393.477,-3.92,393.477,-1.28
393.841,174.49,393.841,152.35,393.841,10.02,393.841,6.84,393.841,5.82,393.841,157.52,393.841,28.15,393.841,-4.3,393.841,-5.6,393.841,-3.58,393.841,14.41,393.841,8.08,393.841,7.85,393.841,1.26,393.841,10.21,393.841,8.68,393.841,-0.21,393.841,1.17,393.841,15.73,393.841,-2.99,393.841,7.25,393.841,0.06,393.841,-3.69,393.841,-2.17
394.204,170.91,394.204,152.25,394.204,10.08,394.204,8.08,394.204,7.02,394.204,155.72,394.204,28.14,394.204,-2.4,394.204,-4.93,394.204,-3.75,394.204,14.94,394.204,9.97,394.204,9.44,394.204,4.31,394.204,10.18,394.204,10.29,394.204,0.09,394.204,1.71,394.204,15.66,394.204,-1.25,394.204,7.93,394.204,1.62,394.204,-3.81,394.204,-0.57
394.568,166.97,394.568,143.61,394.568,9.59,394.568,6.75,394.568,4.24,394.568,152.02,394.568,26.87,394.568,-3.61,394.568,-5.58,394.568,-4.22,394.568,14.6,394.568,7.2,394.568,8.67,394.568,3.35,394.568,8.58,394.568,7.7,394.568,-0.74,394.568,0.89,394.568,14.05,394.568,-2.44,394.568,6.26,394.568,-0.61,394.568,-3.8,394.568,-2.04
394.931,165.04,394.931,143.86,394.931,9.95,394.931,7.14,394.931,6.53,394.931,149.17,394.931,26.19,394.931,-3.68,394.931,-4.69,394.931,-4.56,394.931,13.26,394.931,7.86,394.931,9.27,394.931,3.24,394.931,9.43,394.931,8.79,394.931,0.25,394.931,0.94,394.931,14.3,394.931,-1.79,394.931,5.66,394.931,0.08,394.931,-4,394.931,-2.13
395.294,165.68,395.294,145.99,395.294,8.38,395.294,6.91,395.294,5.11,395.294,146.07,395.294,25.22,395.294,-4.79,395.294,-4.83,395.294,-5.01,395.294,14.47,395.294,7.62,395.294,7.69,395.294,2.51,395.294,8.97,395.294,8.16,395.294,-1.33,395.294,1.81,395.294,13.97,395.294,-2.47,395.294,4.27,395.294,-1.23,395.294,-4.93,395.294,-2.06
395.658,158.05,395.658,141.4,395.658,10.17,395.658,6.89,395.658,5.21,395.658,146.74,395.658,25.68,395.658,-3.98,395.658,-5.39,395.658,-5.15,395.658,13.57,395.658,8.16,395.658,8.05,395.658,1.89,395.658,9.49,395.658,6.52,395.658,-0.62,395.658,0.76,395.658,13.66,395.658,-2.79,395.658,4.93,395.658,-1.49,395.658,-4.54,395.658,-2.69
396.021,153.75,396.021,135.13,396.021,10.69,396.021,6.99,396.021,4.98,396.021,137.95,396.021,23.89,396.021,-3.23,396.021,-4.83,396.021,-4.42,396.021,13.63,396.021,8.54,396.021,8.28,396.021,2.96,396.021,8.06,396.021,7.65,396.021,-0.91,396.021,1.27,396.021,13.22,396.021,-3.1,396.021,5.03,396.021,-0.55,396.021,-4.52,396.021,-2.53
396.384,147.62,396.384,132.13,396.384,9.92,396.384,7.81,396.384,5.65,396.384,133.03,396.384,24.69,396.384,-2.9,396.384,-3.83,396.384,-3.4,396.384,13.63,396.384,8.6,396.384,8.89,396.384,2.83,396.384,10.36,396.384,8.23,396.384,-0.21,396.384,1.56,396.384,14.21,396.384,-1.08,396.384,6.11,396.384,0.54,396.384,-2.7,396.384,-0.13
396.747,145.64,396.747,127.3,396.747,9.48,396.747,7.29,396.747,5.46,396.747,134.93,396.747,24.62,396.747,-2.65,396.747,-4.81,396.747,-3.75,396.747,13.35,396.747,8.12,396.747,7.26,396.747,2.03,396.747,8.28,396.747,6.87,396.747,-0.57,396.747,0.05,396.747,12.53,396.747,-2.14,396.747,5.32,396.747,0.52,396.747,-3.19,396.747,-1.71
397.111,144.23,397.111,127.46,397.111,8.92,397.111,7.55,397.111,5.31,397.111,127.4,397.111,23.76,397.111,-2.5,397.111,-3.62,397.111,-3.39,397.111,12.72,397.111,8.21,397.111,8.8,397.111,2.77,397.111,7.88,397.111,6.49,397.111,-0.08,397.111,0.49,397.111,11.56,397.111,-1.99,397.111,5.6,397.111,-0.08,397.111,-2.66,397.111,-1.72
397.474,137.46,397.474,123.87,397.474,8.26,397.474,6.23,397.474,4.31,397.474,124.93,397.474,21.77,397.474,-3.47,397.474,-5.09,397.474,-4.09,397.474,12.43,397.474,8.18,397.474,7.86,397.474,1.4,397.474,8.17,397.474,5.39,397.474,-0.42,397.474,0.24,397.474,11.81,397.474,-2.39,397.474,4.13,397.474,-0.31,397.474,-3.91,397.474,-2.25
397.837,135.32,397.837,123.58,397.837,9.02,397.837,6.52,397.837,5.3,397.837,122.87,397.837,22.4,397.837,-2.62,397.837,-3.76,397.837,-3.26,397.837,12.56,397.837,8.19,397.837,7.52,397.837,2.33,397.837,8.78,397.837,7.08,397.837,0.26,397.837,1.5,397.837,11.62,397.837,-1.78,397.837,4.44,397.837,0.18,397.837,-3.5,397.837,-1.88
398.2,131.29,398.2,115.85,398.2,9.77,398.2,7.58,398.2,5.64,398.2,123.36,398.2,22.74,398.2,-2.35,398.2,-3.09,398.2,-2.75,398.2,12.98,398.2,8.2,398.2,7.7,398.2,3.23,398.2,8.03,398.2,7.68,398.2,-0.46,398.2,1.11,398.2,12.3,398.2,-1.3,398.2,5.11,398.2,-0.06,398.2,-2.4,398.2,-1.23
398.563,129.3,398.563,113.28,398.563,8.19,398.563,7.09,398.563,5.58,398.563,116.28,398.563,21.9,398.563,-2.4,398.563,-3.81,398.563,-3.39,398.563,12.8,398.563,7.54,398.563,8.48,398.563,2.14,398.563,8.63,398.563,8.09,398.563,-0.13,398.563,1.24,398.563,11.82,398.563,-1.72,398.563,4.96,398.563,0.43,398.563,-3.03,398.563,-1.28
398.926,129.01,398.926,112.94,398.926,9.11,398.926,6.95,398.926,5.07,398.926,116.02,398.926,21.09,398.926,-2.93,398.926,-3.82,398.926,-3.62,398.926,12.66,398.926,8.72,398.926,8.73,398.926,2.72,398.926,7.96,398.926,7.38,398.926,0.17,398.926,1.66,398.926,11.11,398.926,-1.22,398.926,5.07,398.926,-0.09,398.926,-2.41,398.926,-1.51
399.289,123.35,399.289,107.41,399.289,9.63,399.289,7.76,399.289,5.9,399.289,111.85,399.289,20.84,399.289,-2.26,399.289,-3.44,399.289,-2.63,399.289,12.14,399.289,8.16,399.289,7.82,399.289,2.63,399.289,8.17,399.289,7.18,399.289,-0.21,399.289,1.64,399.289,10.83,399.289,-1.36,399.289,5.47,399.289,1.01,399.289,-2.04,399.289,-0.59
399.651,121.4,399.651,106.37,399.651,9.84,399.651,7.48,399.651,5.87,399.651,110.12,399.651,19.74,399.651,-2.69,399.651,-3.65,399.651,-2.82,399.651,11.9,399.651,8.18,399.651,8.11,399.651,2.61,399.651,8.29,399.651,6.71,399.651,-0.38,399.651,0.96,399.651,10.22,399.651,-1.61,399.651,5.22,399.651,0.01,399.651,-2.82,399.651,-1.11
400.014,117.65,400.014,105.57,400.014,9.4,400.014,6.95,400.014,4.59,400.014,109.24,400.014,19.74,400.014,-2.19,400.014,-3.03,400.014,-3.27,400.014,12.72,400.014,8.24,400.014,7.04,400.014,2.8,400.014,7.76,400.014,7.57,400.014,-0.95,400.014,0.77,400.014,11.57,400.014,-1.34,400.014,4.84,400.014,0.5,400.014,-2.06,400.014,-1.59
400.377,116.8,400.377,103.47,400.377,8.14,400.377,6.61,400.377,5.61,400.377,106.41,400.377,18.93,400.377,-2.13,400.377,-3.84,400.377,-3.01,400.377,12.07,400.377,7.23,400.377,6.62,400.377,2.59,400.377,6.83,400.377,6.12,400.377,-0.68,400.377,0.63,400.377,9.87,400.377,-1.39,400.377,4.28,400.377,-0.12,400.377,-2.91,400.377,-1.5
400.74,113.48,400.74,101.91,400.74,9.44,400.74,7.53,400.74,4.49,400.74,105.25,400.74,19.67,400.74,-2.59,400.74,-3.17,400.74,-2.45,400.74,12.59,400.74,8.68,400.74,7.72,400.74,2.8,400.74,8.36,400.74,7.51,400.74,-0.05,400.74,1.09,400.74,10.34,400.74,-1.13,400.74,4.69,400.74,0.5,400.74,-2.63,400.74,-1.26
401.102,110.16,401.102,98.89,401.102,9.24,401.102,6.63,401.102,5.1,401.102,101.18,401.102,18.29,401.102,-2.74,401.102,-4.11,401.102,-3.09,401.102,11.49,401.102,7.45,401.102,7.37,401.102,2.1,401.102,6.54,401.102,5.81,401.102,-0.95,401.102,0.62,401.102,10.14,401.102,-1.43,401.102,3.82,401.102,-0.55,401.102,-2.79,401.102,-2.08
401.465,109.35,401.465,96.12,401.465,9.33,401.465,7.47,401.465,4.45,401.465,99.6,401.465,17.57,401.465,-2.49,401.465,-2.3,401.465,-2.81,401.465,10.71,401.465,7.89,401.465,7.75,401.465,2.64,401.465,7.4,401.465,5.67,401.465,-0.54,401.465,0.64,401.465,9.14,401.465,-0.83,401.465,4.06,401.465,0.85,401.465,-2.25,401.465,-0.83
401.827,107.68,401.827,93.72,401.827,9.88,401.827,7.77,401.827,5.04,401.827,97.9,401.827,18.56,401.827,-1.68,401.827,-2.28,401.827,-1.8,401.827,11.88,401.827,8.36,401.827,7.93,401.827,2.63,401.827,8.22,401.827,6.9,401.827,0.43,401.827,1.5,401.827,9.46,401.827,-0.18,401.827,4.34,401.827,0.79,401.827,-1.92,401.827,-0.79
402.19,104.89,402.19,92.49,402.19,9.55,402.19,7.05,402.19,5.14,402.19,96.43,402.19,16.98,402.19,-2.16,402.19,-2.73,402.19,-2.85,402.19,11.23,402.19,8.81,402.19,6.75,402.19,2.42,402.19,8.08,402.19,6.46,402.19,0.42,402.19,0.89,402.19,9.39,402.19,-1.4,402.19,4.14,402.19,0.15,402.19,-1.98,402.19,-0.92
402.553,102.27,402.553,90.41,402.553,9.32,402.553,6.67,402.553,4.39,402.553,94.33,402.553,17.28,402.553,-2.13,402.553,-3.14,402.553,-2.7,402.553,11.02,402.553,8.36,402.553,7.42,402.553,2.88,402.553,7.21,402.553,5.95,402.553,0.03,402.553,1.07,402.553,9.55,402.553,-0.86,402.553,4.28,402.553,-0.11,402.553,-2.63,402.553,-1.02
402.915,101.35,402.915,90.29,402.915,8.78,402.915,6.74,402.915,4.62,402.915,92.33,402.915,16.12,402.915,-2.06,402.915,-2.88,402.915,-2.44,402.915,10.88,402.915,8.57,402.915,6.98,402.915,2.72,402.915,7.62,402.915,5.9,402.915,0.59,402.915,0.73,402.915,9.75,402.915,-1.27,402.915,3.75,402.915,0.29,402.915,-1.88,402.915,-1.57
403.277,98.57,403.277,86.68,403.277,8.54,403.277,6.6,403.277,3.87,403.277,89.41,403.277,14.84,403.277,-2.94,403.277,-3.31,403.277,-2.3,403.277,10.88,403.277,7.52,403.277,6.55,403.277,1.98,403.277,7.34,403.277,6.29,403.277,-0.27,403.277,0.37,403.277,8.72,403.277,-1.21,403.277,2.58,403.277,-0.57,403.277,-2.87,403.277,-1.51
403.64,96.24,403.64,84.8,403.64,8.91,403.64,6.8,403.64,4.59,403.64,86.96,403.64,14.72,403.64,-1.9,403.64,-2.49,403.64,-2.28,403.64,10.09,403.64,8.01,403.64,7.02,403.64,2.75,403.64,7.5,403.64,6.04,403.64,-0.33,403.64,1.14,403.64,7.95,403.64,-0.77,403.64,4.11,403.64,0.16,403.64,-1.71,403.64,-0.45
404.002,97.09,404.002,87.08,404.002,9.66,404.002,7.06,404.002,4.49,404.002,85.66,404.002,14.59,404.002,-1.93,404.002,-2.95,404.002,-2.45,404.002,11.15,404.002,8.41,404.002,7.04,404.002,2.23,404.002,7.44,404.002,6.4,404.002,0.29,404.002,0.91,404.002,9.1,404.002,-0.49,404.002,3.86,404.002,0.22,404.002,-1.82,404.002,-1.17
404.364,92.64,404.364,81.63,404.364,9.28,404.364,7.45,404.364,5.25,404.364,83.55,404.364,15.31,404.364,-1.83,404.364,-2.48,404.364,-2.05,404.364,11.07,404.364,7.92,404.364,5.94,404.364,2.4,404.364,7.39,404.364,5.88,404.364,0.23,404.364,0.78,404.364,8.42,404.364,-0.92,404.364,3.22,404.364,0.53,404.364,-1.4,404.364,-0.78
404.727,90.68,404.727,80.63,404.727,8.86,404.727,6.76,404.727,3.81,404.727,82.09,404.727,13.2,404.727,-1.94,404.727,-2.58,404.727,-2.11,404.727,9.92,404.727,8.45,404.727,6.53,404.727,2.85,404.727,7.25,404.727,5.96,404.727,0.42,404.727,0.66,404.727,7.48,404.727,-1.19,404.727,3.44,404.727,-0.01,404.727,-2.32,404.727,-1.2
405.089,89.36,405.089,81.16,405.089,8.91,405.089,6.73,405.089,4.3,405.089,81.77,405.089,13.51,405.089,-2.7,405.089,-3.03,405.089,-2.75,405.089,10.06,405.089,7.85,405.089,6.25,405.089,1.86,405.089,6.99,405.089,6.01,405.089,-0.65,405.089,0.69,405.089,7.7,405.089,-1.44,405.089,3.09,405.089,-0.32,405.089,-2.06,405.089,-1.41
405.451,89.04,405.451,79.11,405.451,8.82,405.451,7.52,405.451,5.03,405.451,79.36,405.451,14.21,405.451,-1.86,405.451,-2.32,405.451,-1.69,405.451,10.24,405.451,8.6,405.451,6.61,405.451,2.44,405.451,7.12,405.451,5.55,405.451,0.05,405.451,0.98,405.451,7,405.451,-1.12,405.451,2.89,405.451,-0.03,405.451,-2.19,405.451,-1.28
405.813,88.11,405.813,78.41,405.813,8.84,405.813,7.65,405.813,4.7,405.813,78.55,405.813,13.88,405.813,-1.28,405.813,-1.88,405.813,-1.58,405.813,10.69,405.813,8.44,405.813,6.94,405.813,2.57,405.813,7.63,405.813,6,405.813,0.53,405.813,1.27,405.813,7.89,405.813,-0.79,405.813,3.49,405.813,0.74,405.813,-1.52,405.813,-0.73
406.175,84.51,406.175,76.65,406.175,9.11,406.175,7.74,406.175,4.66,406.175,77.2,406.175,13.17,406.175,-1.57,406.175,-2.03,406.175,-2.09,406.175,9.92,406.175,7.91,406.175,6.91,406.175,2.2,406.175,6.85,406.175,5.74,406.175,0.09,406.175,1.53,406.175,7.81,406.175,-1.08,406.175,3.32,406.175,0.1,406.175,-1.88,406.175,-0.66
406.537,81.19,406.537,73.61,406.537,8.53,406.537,7.35,406.537,3.83,406.537,74.86,406.537,12.97,406.537,-1.6,406.537,-2.3,406.537,-1.95,406.537,9.58,406.537,7.47,406.537,6.67,406.537,2.14,406.537,6.89,406.537,5.4,406.537,-0.33,406.537,0.68,406.537,7.47,406.537,-1.41,406.537,3.21,406.537,-0.41,406.537,-1.58,406.537,-1.59
406.899,80.55,406.899,72.71,406.899,8.66,406.899,8.01,406.899,4.32,406.899,74.02,406.899,12.58,406.899,-1.8,406.899,-2.58,406.899,-1.85,406.899,10.61,406.899,7.71,406.899,6.7,406.899,1.92,406.899,6.79,406.899,4.96,406.899,-0.01,406.899,0.75,406.899,6.91,406.899,-1.58,406.899,3.71,406.899,-0.28,406.899,-2.37,406.899,-0.25
407.261,82.68,407.261,71.56,407.261,8.77,407.261,7.46,407.261,3.85,407.261,73.28,407.261,12.58,407.261,-1.32,407.261,-1.81,407.261,-1.85,407.261,10.27,407.261,8.85,407.261,7.01,407.261,2.75,407.261,7.55,407.261,5.55,407.261,0.03,407.261,1.07,407.261,7.49,407.261,-1.08,407.261,3.23,407.261,-0.04,407.261,-1.71,407.261,-0.75
407.623,80.73,407.623,71.38,407.623,7.69,407.623,6.81,407.623,3.91,407.623,71.31,407.623,11.58,407.623,-2.04,407.623,-2.71,407.623,-2.62,407.623,9.45,407.623,8.04,407.623,6.34,407.623,2.79,407.623,7.19,407.623,5.62,407.623,0.32,407.623,1.1,407.623,7.04,407.623,-1.09,407.623,2.87,407.623,-0.36,407.623,-1.58,407.623,-1.39
