Relative:208,pelco_blank_1,Relative:208,pelco_blank_1,Relative:208,gt_s,Relative:208,gt_s,Relative:208,gt_s,Relative:208,pelco_blank_2,Relative:208,pelco_blank_2,Relative:208,gt,Relative:208,gt,Relative:208,gt,Relative:208,g_s,Relative:208,g_s,Relative:208,g_s,Relative:208,r_s,Relative:208,r_s,Relative:208,r_s,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,r,Relative:208,r,Relative:208,r,Relative:208,r
714.7,48.76,714.7,43.75,714.7,28.84,714.7,27.2,714.7,18.92,714.7,47.13,714.7,11.1,714.7,12.16,714.7,18.29,714.7,20.49,714.7,23.78,714.7,34.21,714.7,28.61,714.7,19.54,714.7,34.7,714.7,27.92,714.7,20.26,714.7,20.48,714.7,22.77,714.7,24.86,714.7,20.57,714.7,18.02,714.7,16.71,714.7,18.7
715.018,45.06,715.018,39.58,715.018,28.54,715.018,26.7,715.018,20.61,715.018,49.54,715.018,11.37,715.018,14.34,715.018,17.3,715.018,18.67,715.018,27.19,715.018,34.51,715.018,25.46,715.018,20.9,715.018,31.99,715.018,23.81,715.018,18.87,715.018,21.16,715.018,22.1,715.018,27.34,715.018,20.21,715.018,14.1,715.018,13.88,715.018,19.69
715.336,48.77,715.336,46.17,715.336,36.08,715.336,29.24,715.336,23.13,715.336,49.09,715.336,14.37,715.336,16.94,715.336,20.32,715.336,22.67,715.336,27.7,715.336,39.22,715.336,29.63,715.336,21.23,715.336,34.49,715.336,26.59,715.336,16.47,715.336,19.13,715.336,24.68,715.336,26.09,715.336,17.79,715.336,20.81,715.336,17.16,715.336,22.15
715.654,49.37,715.654,46.53,715.654,31.21,715.654,21.78,715.654,14.51,715.654,44.08,715.654,5.34,715.654,8.86,715.654,14.9,715.654,16.34,715.654,20.39,715.654,27.85,715.654,25.3,715.654,17.68,715.654,28.17,715.654,23.77,715.654,15.94,715.654,13.95,715.654,17.68,715.654,25.29,715.654,17.43,715.654,15.9,715.654,13.32,715.654,18.02
715.972,49.5,715.972,47.37,715.972,27.8,715.972,24.66,715.972,15.93,715.972,47.66,715.972,9.6,715.972,15.45,715.972,14.8,715.972,20.27,715.972,22.95,715.972,34.65,715.972,26.31,715.972,18.91,715.972,32.11,715.972,25.71,715.972,16.84,715.972,17.98,715.972,17.31,715.972,23.77,715.972,16.72,715.972,17.23,715.972,15.42,715.972,18.65
716.29,52.1,716.29,46.86,716.29,33.98,716.29,25.98,716.29,19.89,716.29,48.04,716.29,9.64,716.29,17.31,716.29,18.59,716.29,18.26,716.29,25.03,716.29,33.25,716.29,29.38,716.29,16.73,716.29,32.9,716.29,22.75,716.29,18.45,716.29,18.66,716.29,22.1,716.29,24.59,716.29,22.94,716.29,14.56,716.29,14.51,716.29,20.09
716.607,49.57,716.607,46.17,716.607,31.51,716.607,26.86,716.607,18.41,716.607,44.84,716.607,14.8,716.607,16.56,716.607,16.41,716.607,21.8,716.607,27.86,716.607,37.53,716.607,26.65,716.607,21.61,716.607,38.45,716.607,22.28,716.607,20.96,716.607,21.18,716.607,22.04,716.607,26.04,716.607,18.62,716.607,17.85,716.607,17.12,716.607,22.9
716.925,44.86,716.925,43.16,716.925,34.56,716.925,28.93,716.925,21.26,716.925,51.77,716.925,10.23,716.925,17.44,716.925,17.46,716.925,20.26,716.925,28.21,716.925,34.76,716.925,26.88,716.925,18.67,716.925,33.26,716.925,26.62,716.925,21.51,716.925,20.68,716.925,22.17,716.925,26.35,716.925,21.48,716.925,16.84,716.925,16.8,716.925,22.96
717.243,50.46,717.243,45.56,717.243,28.86,717.243,23.24,717.243,15.55,717.243,46.33,717.243,11.09,717.243,13,717.243,13.73,717.243,20.13,717.243,24.99,717.243,35.73,717.243,22.94,717.243,17.89,717.243,34.03,717.243,25.24,717.243,18.46,717.243,16.47,717.243,18.95,717.243,23.9,717.243,19.94,717.243,14.97,717.243,16.34,717.243,19.66
717.56,49.28,717.56,42.11,717.56,36.75,717.56,28.89,717.56,22.02,717.56,54.45,717.56,15.01,717.56,20.37,717.56,16.57,717.56,21.79,717.56,30.26,717.56,38.46,717.56,28.57,717.56,27.09,717.56,39.56,717.56,29.59,717.56,18.64,717.56,20.38,717.56,25.22,717.56,28.65,717.56,21.22,717.56,15.44,717.56,19.96,717.56,22.05
717.878,49.02,717.878,44.45,717.878,32.89,717.878,28.91,717.878,20.58,717.878,46.32,717.878,12.22,717.878,21.49,717.878,19.23,717.878,21.78,717.878,28.62,717.878,38.37,717.878,26.32,717.878,21.58,717.878,32.9,717.878,31.5,717.878,19.51,717.878,19.39,717.878,23.87,717.878,30.18,717.878,19.66,717.878,21.68,717.878,18.91,717.878,24.4
718.196,47.38,718.196,42.08,718.196,30.83,718.196,26.3,718.196,17.41,718.196,48.74,718.196,13.42,718.196,19.2,718.196,16.84,718.196,21.7,718.196,28.83,718.196,35.8,718.196,32.62,718.196,22.74,718.196,33.93,718.196,25.11,718.196,20.48,718.196,19.47,718.196,23.62,718.196,26.16,718.196,20.36,718.196,19.92,718.196,16.08,718.196,24.77
718.513,53.41,718.513,45.96,718.513,30.04,718.513,30.72,718.513,19.52,718.513,49.44,718.513,11.04,718.513,17.32,718.513,17.97,718.513,21.09,718.513,25.44,718.513,35.05,718.513,29.88,718.513,21.07,718.513,33.88,718.513,27.92,718.513,19.15,718.513,18.13,718.513,25.17,718.513,26.13,718.513,19.56,718.513,18.85,718.513,16.22,718.513,23.21
718.83,56.06,718.83,47.7,718.83,32.8,718.83,23.54,718.83,18.37,718.83,45.85,718.83,13.07,718.83,15.63,718.83,15.83,718.83,21.56,718.83,28.17,718.83,35.96,718.83,30.04,718.83,22.26,718.83,35.05,718.83,26.81,718.83,21.31,718.83,15.45,718.83,21.18,718.83,24.48,718.83,22.27,718.83,17.7,718.83,15.23,718.83,16.71
719.148,45.08,719.148,43.1,719.148,34.03,719.148,27.15,719.148,19.77,719.148,45.44,719.148,11.15,719.148,13.58,719.148,19.45,719.148,21.01,719.148,26.75,719.148,37.17,719.148,27.56,719.148,23.37,719.148,35.69,719.148,23.72,719.148,20.66,719.148,19.62,719.148,20.35,719.148,26.91,719.148,19.26,719.148,18.71,719.148,15.46,719.148,19.71
719.465,48.16,719.465,46.67,719.465,34.48,719.465,27.93,719.465,16.59,719.465,47.5,719.465,7.73,719.465,13.08,719.465,19.26,719.465,18.14,719.465,25.95,719.465,35.44,719.465,28.82,719.465,22.78,719.465,35.43,719.465,26.77,719.465,16.48,719.465,19.15,719.465,23.15,719.465,25.46,719.465,20.46,719.465,22.04,719.465,15.94,719.465,18.59
719.782,50.66,719.782,40.64,719.782,31.64,719.782,28.32,719.782,24.42,719.782,51.13,719.782,13.8,719.782,15.63,719.782,18.24,719.782,21.18,719.782,29.09,719.782,39.24,719.782,29.08,719.782,25.35,719.782,35.75,719.782,26.58,719.782,20.31,719.782,21.7,719.782,19.82,719.782,25.68,719.782,22.06,719.782,20.28,719.782,19.87,719.782,23.3
720.099,51.07,720.099,47.96,720.099,31.96,720.099,32.12,720.099,20.1,720.099,49.5,720.099,13.26,720.099,17.6,720.099,23.42,720.099,19.4,720.099,27.51,720.099,36.38,720.099,29.46,720.099,22.1,720.099,35.71,720.099,27.78,720.099,17.37,720.099,24.06,720.099,25.65,720.099,28.14,720.099,19.67,720.099,19.02,720.099,17.29,720.099,24.99
720.417,48.55,720.417,43.47,720.417,33.97,720.417,32.12,720.417,22.27,720.417,51.41,720.417,11.31,720.417,16.83,720.417,19.73,720.417,18.68,720.417,32.28,720.417,39.18,720.417,31.79,720.417,24.51,720.417,37.34,720.417,25.93,720.417,23.69,720.417,19.52,720.417,23.94,720.417,28.8,720.417,20.97,720.417,17.99,720.417,16.6,720.417,18.66
720.734,49.06,720.734,43.05,720.734,35.95,720.734,31.16,720.734,20.92,720.734,50.3,720.734,12.78,720.734,16.94,720.734,19.57,720.734,24.99,720.734,27.86,720.734,38.96,720.734,33.08,720.734,23.47,720.734,38.76,720.734,26.54,720.734,25.1,720.734,18.9,720.734,25.06,720.734,27.56,720.734,25.35,720.734,21.24,720.734,18.58,720.734,21.79
721.051,51.07,721.051,45.02,721.051,28.25,721.051,24.11,721.051,17.12,721.051,48.61,721.051,8.88,721.051,13.04,721.051,14.09,721.051,18.21,721.051,27.26,721.051,32.77,721.051,26.59,721.051,20.43,721.051,31.82,721.051,23.41,721.051,19.54,721.051,19.87,721.051,21.09,721.051,22.56,721.051,17.45,721.051,17.17,721.051,14.59,721.051,21.09
721.368,45.04,721.368,46.58,721.368,28.49,721.368,24.8,721.368,14.64,721.368,44.53,721.368,7.21,721.368,12.36,721.368,14.02,721.368,18.25,721.368,22.95,721.368,33.33,721.368,25.24,721.368,15.35,721.368,36.2,721.368,23.41,721.368,14.81,721.368,17.56,721.368,18.14,721.368,21.77,721.368,16.7,721.368,15.45,721.368,12.8,721.368,20.54
721.685,46.82,721.685,47.37,721.685,32.4,721.685,26.65,721.685,17.37,721.685,47.59,721.685,10.85,721.685,14.39,721.685,18.49,721.685,21.59,721.685,24.29,721.685,36.11,721.685,30.58,721.685,21.09,721.685,34.93,721.685,26.31,721.685,17.16,721.685,21.48,721.685,23.9,721.685,24.26,721.685,17.6,721.685,17.31,721.685,17.26,721.685,20.02
722.001,51.19,722.001,48.71,722.001,31.24,722.001,29.54,722.001,19.06,722.001,53.11,722.001,11.29,722.001,13.59,722.001,18.33,722.001,21.67,722.001,27.94,722.001,36.57,722.001,29.2,722.001,25.09,722.001,36.55,722.001,25.17,722.001,19.04,722.001,17.63,722.001,22.83,722.001,29.48,722.001,19.6,722.001,19.99,722.001,17.39,722.001,22.04
722.318,49.33,722.318,46.18,722.318,34.05,722.318,28.05,722.318,19.97,722.318,52.22,722.318,11.93,722.318,13.83,722.318,18.65,722.318,25.11,722.318,28.12,722.318,34.96,722.318,29.87,722.318,22.45,722.318,37.29,722.318,28.88,722.318,20.44,722.318,23.13,722.318,23.82,722.318,25.26,722.318,21.38,722.318,19.13,722.318,15.46,722.318,23.52
722.635,49.58,722.635,45.26,722.635,29.97,722.635,28.15,722.635,21.4,722.635,48.89,722.635,11.21,722.635,15.68,722.635,18.53,722.635,22.68,722.635,27.28,722.635,34.81,722.635,30.18,722.635,21.43,722.635,36.01,722.635,29.8,722.635,21.57,722.635,18.61,722.635,23.6,722.635,27.25,722.635,21.44,722.635,18.61,722.635,17.15,722.635,23.22
722.952,49.64,722.952,46.76,722.952,30.73,722.952,28.6,722.952,18.08,722.952,47.5,722.952,11.64,722.952,18.02,722.952,19.78,722.952,23.45,722.952,23.34,722.952,37.18,722.952,27,722.952,20.5,722.952,36.8,722.952,25.34,722.952,18.98,722.952,20.96,722.952,24.35,722.952,28.91,722.952,21.33,722.952,17.75,722.952,17.61,722.952,22.88
723.268,46.19,723.268,40.36,723.268,33.66,723.268,28.11,723.268,20.99,723.268,47.17,723.268,12.66,723.268,16.67,723.268,19.79,723.268,21.05,723.268,26.92,723.268,37.75,723.268,27.4,723.268,20.54,723.268,35.5,723.268,25.75,723.268,17.78,723.268,21.99,723.268,21.12,723.268,27.58,723.268,21.71,723.268,19.2,723.268,15.76,723.268,22.48
723.585,44.47,723.585,41.47,723.585,33.27,723.585,31.64,723.585,21.42,723.585,51.86,723.585,12.84,723.585,17.37,723.585,18.99,723.585,23.86,723.585,25.54,723.585,36.48,723.585,32.3,723.585,21.46,723.585,38.26,723.585,30,723.585,24.59,723.585,22.25,723.585,24.04,723.585,28.5,723.585,24.35,723.585,22.26,723.585,19.02,723.585,22.25
723.901,52.08,723.901,49.68,723.901,35.75,723.901,29.43,723.901,21.83,723.901,49.45,723.901,15.24,723.901,18.43,723.901,17.79,723.901,21.6,723.901,28.73,723.901,38.73,723.901,34.34,723.901,22.35,723.901,33,723.901,27.86,723.901,24.2,723.901,22.82,723.901,26.16,723.901,29.28,723.901,23.59,723.901,21.21,723.901,18.21,723.901,23.78
724.218,48.93,724.218,42.46,724.218,31.1,724.218,29.94,724.218,17,724.218,54.14,724.218,11.21,724.218,18.27,724.218,18.7,724.218,20.87,724.218,25.99,724.218,35.25,724.218,28.35,724.218,24.86,724.218,37.5,724.218,24.53,724.218,18.94,724.218,23.63,724.218,23.11,724.218,26.79,724.218,20.75,724.218,18.49,724.218,21.11,724.218,23.94
724.534,45.58,724.534,39.26,724.534,38.44,724.534,28.5,724.534,22.63,724.534,50.72,724.534,13.9,724.534,18.46,724.534,19.08,724.534,22.28,724.534,29.27,724.534,39.07,724.534,34.06,724.534,20.76,724.534,35.65,724.534,26.85,724.534,20.51,724.534,20.76,724.534,23.76,724.534,26.14,724.534,24.87,724.534,18.97,724.534,17.42,724.534,28.17
724.851,51.87,724.851,45.19,724.851,37.02,724.851,30.02,724.851,18.67,724.851,50.02,724.851,13.22,724.851,19.93,724.851,18.63,724.851,23.55,724.851,28.55,724.851,35.21,724.851,30.28,724.851,23.32,724.851,35.6,724.851,27.2,724.851,22.14,724.851,17.48,724.851,25.27,724.851,28.73,724.851,23.84,724.851,20.97,724.851,18.77,724.851,20.25
725.167,49.63,725.167,41.54,725.167,35.76,725.167,26.5,725.167,19.93,725.167,47.1,725.167,11.46,725.167,17.14,725.167,20.08,725.167,22.6,725.167,27.25,725.167,36.86,725.167,28.21,725.167,22.1,725.167,29.95,725.167,26.75,725.167,18.26,725.167,19.96,725.167,23.17,725.167,26.35,725.167,21.23,725.167,17.83,725.167,16.91,725.167,19.96
725.483,51,725.483,45.21,725.483,28.83,725.483,26.58,725.483,17.75,725.483,53.4,725.483,11.6,725.483,18.73,725.483,15.06,725.483,22.87,725.483,28.97,725.483,40.26,725.483,27.69,725.483,20.42,725.483,35.81,725.483,29.69,725.483,18.89,725.483,20.21,725.483,22.22,725.483,29.37,725.483,19.06,725.483,18.64,725.483,13.94,725.483,22.64
725.799,51.45,725.799,42.71,725.799,34.26,725.799,30.17,725.799,21.19,725.799,47.89,725.799,11.87,725.799,16.57,725.799,17.09,725.799,23.03,725.799,31.13,725.799,38.74,725.799,29.23,725.799,19.05,725.799,38.82,725.799,29.52,725.799,19.79,725.799,21.23,725.799,23.7,725.799,27.94,725.799,21.53,725.799,20.94,725.799,17.72,725.799,24.1
726.116,52.33,726.116,50.01,726.116,32.82,726.116,27.54,726.116,16.88,726.116,45.65,726.116,10.59,726.116,19.17,726.116,18.99,726.116,21.98,726.116,27.51,726.116,39.43,726.116,30.38,726.116,18.25,726.116,37.36,726.116,26.57,726.116,20.77,726.116,18.56,726.116,21.34,726.116,25.74,726.116,23.51,726.116,20.52,726.116,14.92,726.116,19.69
726.432,54.02,726.432,46.63,726.432,28.9,726.432,29.75,726.432,17.95,726.432,44.15,726.432,11.82,726.432,16.11,726.432,19.49,726.432,20.87,726.432,26.86,726.432,33.66,726.432,29.32,726.432,21.24,726.432,33.05,726.432,24.78,726.432,19.91,726.432,21.34,726.432,25.29,726.432,26.84,726.432,21.35,726.432,19.08,726.432,18.64,726.432,22.62
726.748,49.25,726.748,41.09,726.748,34.67,726.748,28.91,726.748,21.11,726.748,47.71,726.748,12.05,726.748,17.52,726.748,20.36,726.748,23.98,726.748,30.09,726.748,36.11,726.748,30.58,726.748,20.44,726.748,35.89,726.748,28.36,726.748,23.1,726.748,24.06,726.748,23.36,726.748,25.24,726.748,21.05,726.748,23.36,726.748,20.8,726.748,22.86
727.064,51.48,727.064,45.35,727.064,31.37,727.064,25.84,727.064,16.91,727.064,47.02,727.064,12.31,727.064,16.64,727.064,20.43,727.064,20.73,727.064,26.82,727.064,33.74,727.064,29.46,727.064,22.04,727.064,35.55,727.064,25.17,727.064,20.76,727.064,19.7,727.064,21.83,727.064,25.58,727.064,23.67,727.064,19.3,727.064,18.13,727.064,25.3
727.38,50.69,727.38,46.74,727.38,37.12,727.38,29.99,727.38,19.17,727.38,48.14,727.38,10.33,727.38,18.09,727.38,16.8,727.38,22.47,727.38,29.35,727.38,38.16,727.38,33.8,727.38,21.54,727.38,35.51,727.38,25.99,727.38,21.69,727.38,22.76,727.38,26.31,727.38,27.7,727.38,20.43,727.38,21.25,727.38,16.43,727.38,20.63
727.696,51.18,727.696,49.18,727.696,31.97,727.696,28.4,727.696,16.21,727.696,51.47,727.696,11.68,727.696,14.53,727.696,17.77,727.696,24.42,727.696,30.19,727.696,38.55,727.696,31.04,727.696,23.22,727.696,38.75,727.696,26.74,727.696,21.77,727.696,17.96,727.696,20.22,727.696,27.16,727.696,20.87,727.696,21.08,727.696,16.09,727.696,21.08
728.011,48.72,728.011,42.18,728.011,32.11,728.011,25.64,728.011,19.94,728.011,46.7,728.011,13.69,728.011,14.97,728.011,15.4,728.011,21.53,728.011,29.28,728.011,35.92,728.011,26.41,728.011,21.62,728.011,34.27,728.011,27.83,728.011,21.36,728.011,18.76,728.011,23.25,728.011,29.26,728.011,20.5,728.011,22.54,728.011,16.46,728.011,20.29
728.327,42.83,728.327,40.2,728.327,39.16,728.327,33.44,728.327,21.58,728.327,51.33,728.327,13.88,728.327,20.04,728.327,19.85,728.327,26.17,728.327,33.2,728.327,38.14,728.327,32.66,728.327,28.57,728.327,39.38,728.327,36.02,728.327,26.4,728.327,22.89,728.327,24.15,728.327,30.12,728.327,29.42,728.327,25.63,728.327,17.05,728.327,28.78
728.643,49.65,728.643,47.52,728.643,38.83,728.643,29.17,728.643,22.23,728.643,55.94,728.643,16.28,728.643,19.93,728.643,24.08,728.643,25.46,728.643,31.05,728.643,41.83,728.643,32.2,728.643,23.85,728.643,37.68,728.643,33.46,728.643,26.01,728.643,24.7,728.643,28.82,728.643,33.35,728.643,30.1,728.643,25.98,728.643,20.63,728.643,27.45
728.958,49.93,728.958,45.54,728.958,33.33,728.958,26.98,728.958,18.52,728.958,47.46,728.958,10.77,728.958,16.16,728.958,19.02,728.958,23.05,728.958,27.49,728.958,41.64,728.958,30.75,728.958,22.92,728.958,34.76,728.958,26.06,728.958,18.18,728.958,21.07,728.958,23.47,728.958,29.32,728.958,22.38,728.958,20.31,728.958,18.41,728.958,23.03
729.274,54.31,729.274,47.45,729.274,32.78,729.274,32.12,729.274,21.19,729.274,49.86,729.274,11.26,729.274,20.71,729.274,22.92,729.274,23.24,729.274,28.85,729.274,36.88,729.274,30.72,729.274,23.95,729.274,35.5,729.274,31.02,729.274,19.3,729.274,23.01,729.274,24.99,729.274,28.41,729.274,24.37,729.274,23.74,729.274,18.48,729.274,26.03
729.59,44.16,729.59,47.35,729.59,35.14,729.59,28.4,729.59,16.94,729.59,50.77,729.59,11.28,729.59,18.25,729.59,17.11,729.59,25.09,729.59,32.63,729.59,36.13,729.59,30.06,729.59,23.58,729.59,36.33,729.59,24.3,729.59,21.28,729.59,22.83,729.59,24.96,729.59,27.39,729.59,21.56,729.59,22.52,729.59,17.04,729.59,21.56
729.905,47,729.905,48.75,729.905,31.69,729.905,32.41,729.905,22.13,729.905,51.31,729.905,10.19,729.905,20.77,729.905,20.58,729.905,24.98,729.905,29.58,729.905,40.95,729.905,28.39,729.905,22.71,729.905,36.96,729.905,24.41,729.905,23.29,729.905,22.71,729.905,22.28,729.905,30.41,729.905,26.8,729.905,21.75,729.905,21.8,729.905,25.71
730.221,52.91,730.221,44.53,730.221,33.08,730.221,29.74,730.221,20.92,730.221,48.95,730.221,9.81,730.221,18.18,730.221,18.85,730.221,23.76,730.221,25.23,730.221,38.56,730.221,29.59,730.221,18.4,730.221,36.4,730.221,27.98,730.221,20.37,730.221,17.44,730.221,25.76,730.221,29.15,730.221,26.3,730.221,21.08,730.221,17.82,730.221,22.46
730.536,46.88,730.536,45.81,730.536,36.1,730.536,30.6,730.536,22.21,730.536,53.25,730.536,13.23,730.536,19.19,730.536,21.07,730.536,23.48,730.536,33.74,730.536,41.5,730.536,29.9,730.536,24.01,730.536,38.41,730.536,28.03,730.536,18.8,730.536,25.21,730.536,24.88,730.536,33.6,730.536,25.32,730.536,22.15,730.536,20.02,730.536,23.79
730.851,50.76,730.851,46.16,730.851,33.87,730.851,31.32,730.851,17.28,730.851,52.14,730.851,9.37,730.851,14.23,730.851,16.43,730.851,21.35,730.851,28.88,730.851,34.25,730.851,26.92,730.851,23.39,730.851,35.48,730.851,27.37,730.851,17.95,730.851,17.78,730.851,23.5,730.851,29.54,730.851,19.39,730.851,17.56,730.851,14.76,730.851,22.93
731.167,46.39,731.167,46.75,731.167,33.48,731.167,29.72,731.167,12.57,731.167,53.02,731.167,11.87,731.167,14.52,731.167,13.31,731.167,20.43,731.167,25.27,731.167,39.4,731.167,28.88,731.167,20.64,731.167,36.44,731.167,25.7,731.167,17.63,731.167,19.28,731.167,22.22,731.167,25.47,731.167,18.95,731.167,17.36,731.167,15.84,731.167,22.9
731.482,50.68,731.482,47.85,731.482,32.02,731.482,29.13,731.482,17.33,731.482,52.93,731.482,12.82,731.482,18.13,731.482,19.58,731.482,19.8,731.482,28.66,731.482,39.07,731.482,31.28,731.482,22.74,731.482,35.21,731.482,26.34,731.482,17.53,731.482,20.22,731.482,21.54,731.482,27.1,731.482,20.67,731.482,22.64,731.482,17.43,731.482,22.19
731.797,47.08,731.797,40.45,731.797,32.1,731.797,25.45,731.797,17.96,731.797,49.57,731.797,12.56,731.797,14.18,731.797,19.49,731.797,20.72,731.797,29.67,731.797,35.61,731.797,28.54,731.797,21.15,731.797,36.38,731.797,25.84,731.797,19.96,731.797,19.02,731.797,19.58,731.797,26.62,731.797,18.57,731.797,18.91,731.797,16.39,731.797,23.39
732.112,47.77,732.112,51.64,732.112,33.67,732.112,29.71,732.112,21.44,732.112,51.59,732.112,10.76,732.112,18.9,732.112,17.47,732.112,22.63,732.112,29.34,732.112,35.61,732.112,31.68,732.112,27.09,732.112,40.98,732.112,24.94,732.112,21.08,732.112,22.04,732.112,20.7,732.112,29.53,732.112,26.2,732.112,20.71,732.112,19.86,732.112,21.93
732.427,50.93,732.427,47.53,732.427,35.47,732.427,29.58,732.427,17.58,732.427,45.71,732.427,10.6,732.427,18.16,732.427,17.97,732.427,21.39,732.427,33.08,732.427,38.6,732.427,28.65,732.427,22.26,732.427,34.49,732.427,24.78,732.427,21.2,732.427,18.61,732.427,27.12,732.427,27.75,732.427,20.39,732.427,23.81,732.427,19.67,732.427,23.58
732.742,47.02,732.742,45.26,732.742,37.07,732.742,28.03,732.742,21.37,732.742,52.5,732.742,10.15,732.742,21.75,732.742,22.13,732.742,22.01,732.742,29.72,732.742,38.6,732.742,29.94,732.742,24.76,732.742,38.12,732.742,28.2,732.742,23.54,732.742,22.45,732.742,23.72,732.742,30.73,732.742,26.73,732.742,23.03,732.742,18.24,732.742,25.68
733.057,52.12,733.057,46.35,733.057,34.48,733.057,27.91,733.057,19.96,733.057,52.07,733.057,15.51,733.057,20.33,733.057,18.69,733.057,23.35,733.057,27.32,733.057,38.61,733.057,30.63,733.057,20.56,733.057,37.04,733.057,26.41,733.057,21.49,733.057,20.56,733.057,22.33,733.057,26.51,733.057,22,733.057,22,733.057,17.41,733.057,21.33
733.372,47.12,733.372,47.7,733.372,34.73,733.372,26.19,733.372,18.7,733.372,48.09,733.372,13.37,733.372,15.42,733.372,18.76,733.372,23.74,733.372,24.49,733.372,37.2,733.372,28.35,733.372,22.72,733.372,32.2,733.372,26.9,733.372,18.24,733.372,20.07,733.372,19.07,733.372,27.67,733.372,23.5,733.372,17.2,733.372,18.69,733.372,21.4
733.687,52.78,733.687,47.82,733.687,34.13,733.687,30.47,733.687,21.06,733.687,49.97,733.687,11.5,733.687,19.13,733.687,18.32,733.687,21.12,733.687,26.8,733.687,40.69,733.687,31.56,733.687,22.86,733.687,36.32,733.687,29.17,733.687,22.6,733.687,21.52,733.687,22.14,733.687,27.5,733.687,27.85,733.687,23.8,733.687,20.33,733.687,23.07
734.002,48.43,734.002,38.73,734.002,36.46,734.002,26.6,734.002,17.04,734.002,50.14,734.002,12.9,734.002,18.1,734.002,25.9,734.002,26.47,734.002,29.64,734.002,39.35,734.002,33.06,734.002,20.16,734.002,38.98,734.002,29.97,734.002,23.07,734.002,23.93,734.002,24.39,734.002,25.96,734.002,21.54,734.002,25.65,734.002,19.31,734.002,23.7
734.316,50.86,734.316,49.4,734.316,36.89,734.316,31.86,734.316,20.89,734.316,49.23,734.316,16.9,734.316,23.65,734.316,22.54,734.316,24.02,734.316,29.33,734.316,38.74,734.316,33.06,734.316,25.02,734.316,34.29,734.316,28.4,734.316,25.41,734.316,22.98,734.316,25.59,734.316,32.82,734.316,25.59,734.316,29.34,734.316,23.04,734.316,22.75
734.631,50.88,734.631,45.09,734.631,34.69,734.631,29.66,734.631,17.18,734.631,50.31,734.631,10.66,734.631,16.52,734.631,15.97,734.631,24.43,734.631,25.68,734.631,37.85,734.631,29.27,734.631,21.86,734.631,36.09,734.631,23.69,734.631,19.13,734.631,18.61,734.631,19.77,734.631,27.4,734.631,21.98,734.631,19.31,734.631,19.84,734.631,20.81
734.946,43.68,734.946,39.2,734.946,36.53,734.946,30.02,734.946,17.12,734.946,48.52,734.946,8.54,734.946,20.16,734.946,20.88,734.946,21.11,734.946,31.03,734.946,38.42,734.946,29.86,734.946,23.4,734.946,38.51,734.946,28.69,734.946,22.53,734.946,16.24,734.946,26.52,734.946,28.57,734.946,23.64,734.946,21.91,734.946,16.3,734.946,20.86
735.26,53.03,735.26,50.02,735.26,37.13,735.26,29.93,735.26,18.22,735.26,51.9,735.26,13.03,735.26,21.08,735.26,19.46,735.26,20.75,735.26,27.9,735.26,35.52,735.26,28.23,735.26,23.32,735.26,37.26,735.26,33.04,735.26,22.66,735.26,20.61,735.26,21.91,735.26,26.93,735.26,23.09,735.26,19.56,735.26,19.74,735.26,24.72
735.575,53.57,735.575,49.04,735.575,32.57,735.575,30.47,735.575,19.38,735.575,49.6,735.575,9.43,735.575,17.48,735.575,18.96,735.575,22.35,735.575,27.53,735.575,42.16,735.575,28.6,735.575,22.81,735.575,39.24,735.575,30.29,735.575,18.75,735.575,21.36,735.575,23.05,735.575,30.28,735.575,25.48,735.575,14.71,735.575,17.31,735.575,25.11
735.889,52.48,735.889,41.28,735.889,38.13,735.889,29.21,735.889,21.53,735.889,51.66,735.889,9.11,735.889,17.47,735.889,11.07,735.889,14.11,735.889,25.66,735.889,36.64,735.889,28.22,735.889,24.84,735.889,36.86,735.889,27.39,735.889,19.17,735.889,18.53,735.889,22.04,735.889,25.4,735.889,22.86,735.889,20.17,735.889,18.95,735.889,21.22
736.203,55.59,736.203,47.78,736.203,37.66,736.203,33.37,736.203,17.11,736.203,48.76,736.203,16.17,736.203,18.76,736.203,22.92,736.203,24.98,736.203,30.12,736.203,43.32,736.203,32.29,736.203,21.75,736.203,35.26,736.203,31.94,736.203,22.49,736.203,23.35,736.203,27.83,736.203,26.88,736.203,25.77,736.203,25.31,736.203,21.24,736.203,27.6
736.518,46.95,736.518,42.1,736.518,32.93,736.518,30.58,736.518,16.29,736.518,47.72,736.518,11.77,736.518,17.79,736.518,21.58,736.518,24.13,736.518,30.91,736.518,38.19,736.518,31.5,736.518,21.8,736.518,31.85,736.518,22.26,736.518,18.21,736.518,21.07,736.518,24.35,736.518,27.24,736.518,20.72,736.518,20.72,736.518,18.83,736.518,23.26
736.832,50.61,736.832,47.92,736.832,35.81,736.832,31.05,736.832,20.45,736.832,49.73,736.832,14.53,736.832,16.83,736.832,18.87,736.832,20.17,736.832,29.6,736.832,33.96,736.832,33.01,736.832,20.38,736.832,37.37,736.832,29.93,736.832,22.2,736.832,21.56,736.832,27,736.832,27.91,736.832,24.41,736.832,18.73,736.832,18.91,736.832,25.11
